DZ22_Code,DZ22_Name,IZ22_Code,IZ22_Name,MMWard_Code,MMWard_Name,LA_Code,LA_Name,SPC_Code,SPC_Name,UKPC_Code,UKPC_Name,HB_Code,HB_Name,HIA_Code,HIA_Name,SPD_Code,SPD_Name,SFRLSO_Code,SFRLSO_Name,SFRSDA_Code,SFRSDA_Name,RRP_Code,RRP_Name,LRP_Code,LRP_Name,UR2_Code,UR2_Name,UR3_Code,UR3_Name,UR6_Code,UR6_Name,UR8_Code,UR8_Name,Country_Code,Country_Name
S01018532,Kilwinning Pennyburn - 01,S02003435,Kilwinning Pennyburn,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018533,Kilwinning Pennyburn - 02,S02003435,Kilwinning Pennyburn,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018534,Kilwinning Pennyburn - 03,S02003435,Kilwinning Pennyburn,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018535,Kilwinning Pennyburn - 04,S02003435,Kilwinning Pennyburn,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018536,Kilwinning West and Blacklands - 01,S02003436,Kilwinning West and Blacklands,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000109,Central Ayrshire,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018537,Kilwinning West and Blacklands - 02,S02003436,Kilwinning West and Blacklands,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000109,Central Ayrshire,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018538,Kilwinning West and Blacklands - 03,S02003436,Kilwinning West and Blacklands,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000109,Central Ayrshire,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018539,Kilwinning West and Blacklands - 04,S02003436,Kilwinning West and Blacklands,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000109,Central Ayrshire,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018540,Kilwinning West and Blacklands - 05,S02003436,Kilwinning West and Blacklands,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018541,Kilwinning West and Blacklands - 06,S02003436,Kilwinning West and Blacklands,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018542,Kilwinning Central and North - 01,S02003437,Kilwinning Central and North,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018543,Kilwinning Central and North - 02,S02003437,Kilwinning Central and North,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018544,Kilwinning Central and North - 03,S02003437,Kilwinning Central and North,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018545,Kilwinning Central and North - 04,S02003437,Kilwinning Central and North,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018546,Kilwinning Central and North - 05,S02003437,Kilwinning Central and North,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018547,Dalry East and Rural - 01,S02003438,Dalry East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01018548,Dalry East and Rural - 02,S02003438,Dalry East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018549,Dalry East and Rural - 03,S02003438,Dalry East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018550,Dalry East and Rural - 04,S02003438,Dalry East and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018551,Dalry West - 01,S02003439,Dalry West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018552,Dalry West - 02,S02003439,Dalry West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018553,Dalry West - 03,S02003439,Dalry West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018554,Dalry West - 04,S02003439,Dalry West,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018555,Fairlie and Rural - 01,S02003440,Fairlie and Rural,S13003034,Kilwinning,S12000021,North Ayrshire,S16000095,Cunninghame South,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01018556,Fairlie and Rural - 02,S02003440,Fairlie and Rural,S13003149,Saltcoats and Stevenston,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018557,Fairlie and Rural - 03,S02003440,Fairlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01018558,Fairlie and Rural - 04,S02003440,Fairlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01018559,Fairlie and Rural - 05,S02003440,Fairlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01018560,West Kilbride and Seamill - 01,S02003441,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018561,West Kilbride and Seamill - 02,S02003441,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018562,West Kilbride and Seamill - 03,S02003441,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018563,West Kilbride and Seamill - 04,S02003441,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018564,West Kilbride and Seamill - 05,S02003441,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018565,West Kilbride and Seamill - 06,S02003441,West Kilbride and Seamill,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018566,Largs South - 01,S02003442,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018567,Largs South - 02,S02003442,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018568,Largs South - 03,S02003442,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018569,Largs South - 04,S02003442,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018570,Largs South - 05,S02003442,Largs South,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018571,Largs Central and Cumbrae - 01,S02003443,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018572,Largs Central and Cumbrae - 02,S02003443,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018573,Largs Central and Cumbrae - 03,S02003443,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018574,Largs Central and Cumbrae - 04,S02003443,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018575,Largs Central and Cumbrae - 05,S02003443,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018576,Largs Central and Cumbrae - 06,S02003443,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,3,Remote Rural,6,Remote Rural,7,Remote Rural,S92000003,Scotland
S01018577,Largs Central and Cumbrae - 07,S02003443,Largs Central and Cumbrae,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,3,Remote Rural,6,Remote Rural,7,Remote Rural,S92000003,Scotland
S01018578,Largs North - 01,S02003444,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018579,Largs North - 02,S02003444,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018580,Largs North - 03,S02003444,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018581,Largs North - 04,S02003444,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018582,Largs North - 05,S02003444,Largs North,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01018583,Skelmorlie and Rural - 01,S02003445,Skelmorlie and Rural,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01018584,Skelmorlie and Rural - 02,S02003445,Skelmorlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018585,Skelmorlie and Rural - 03,S02003445,Skelmorlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018586,Skelmorlie and Rural - 04,S02003445,Skelmorlie and Rural,S13003148,North Coast,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018587,Kilbirnie North - 01,S02003446,Kilbirnie North,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
S01018588,Kilbirnie North - 02,S02003446,Kilbirnie North,S13003147,Garnock Valley,S12000021,North Ayrshire,S16000094,Cunninghame North,S14000048,North Ayrshire and Arran,S08000015,Ayrshire and Arran,S37000020,North Ayrshire,S32000004,Ayrshire,S39000006,"East Ayrshire, North Ayrshire and South Ayrshire",S40000003,West,S43000003,West,S42000002,Ayrshire,1,Rest of Scotland,1,Rest of Scotland,3,Accessible Small Towns,3,Accessible Small Towns,S92000003,Scotland
